"CMM"	"ENUM"	"Position"	"FISCAL"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"022"
"CMM"	"ENUM"	"Position"	"GERENTE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"175"
"CMM"	"ENUM"	"Position"	"GERENTE_GENERAL"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"029"
"CMM"	"ENUM"	"Position"	"GESTOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"470"
"CMM"	"ENUM"	"Position"	"GUARDA_DE_SEGURIDAD"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"176"
"CMM"	"ENUM"	"Position"	"GUIA_TURISTICO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"229"
"CMM"	"ENUM"	"Position"	"INGENIERO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"139"
"CMM"	"ENUM"	"Position"	"INSPECTOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"105"
"CMM"	"ENUM"	"Position"	"INSTALADOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"173"
"CMM"	"ENUM"	"Position"	"INVESTIGADOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"340"
"CMM"	"ENUM"	"Position"	"JARDINERO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"248"
"CMM"	"ENUM"	"Position"	"JEFE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"341"
"CMM"	"ENUM"	"Position"	"MAESTRO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"044"
"CMM"	"ENUM"	"Position"	"MANTENIMIENTO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"240"
"CMM"	"ENUM"	"Position"	"MECANICO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"111"
"CMM"	"ENUM"	"Position"	"MEDICO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"137"
"CMM"	"ENUM"	"Position"	"MENSAJERO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"112"
"CMM"	"ENUM"	"Position"	"MERCADEO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"1036"
"CMM"	"ENUM"	"Position"	"MISCELANEO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"214"
"CMM"	"ENUM"	"Position"	"NUTRICIONISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"156"
"CMM"	"ENUM"	"Position"	"OBRERO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"391"
"CMM"	"ENUM"	"Position"	"ODONTOLOGO_DENTISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"159"
"CMM"	"ENUM"	"Position"	"OFICIAL"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"140"
"CMM"	"ENUM"	"Position"	"OFICINISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"050"
"CMM"	"ENUM"	"Position"	"OPERADOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"051"
"CMM"	"ENUM"	"Position"	"OPERARIO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"213"
"CMM"	"ENUM"	"Position"	"OTROS"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"145"
"CMM"	"ENUM"	"Position"	"PEON"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"224"
"CMM"	"ENUM"	"Position"	"PERIODISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"183"
"CMM"	"ENUM"	"Position"	"PERITO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"363"
"CMM"	"ENUM"	"Position"	"PESCADOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"364"
"CMM"	"ENUM"	"Position"	"PILOTO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"161"
"CMM"	"ENUM"	"Position"	"PISTERO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"413"
"CMM"	"ENUM"	"Position"	"POLICIA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"135"
"CMM"	"ENUM"	"Position"	"PRESIDENTE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"053"
"CMM"	"ENUM"	"Position"	"PROFESIONAL"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"554"
"CMM"	"ENUM"	"Position"	"PROFESOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"052"
"CMM"	"ENUM"	"Position"	"PROGRAMADOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"196"
"CMM"	"ENUM"	"Position"	"PROMOTOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"241"
"CMM"	"ENUM"	"Position"	"PROPIETARIO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"249"
"CMM"	"ENUM"	"Position"	"PROVEEDURIA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"038"
"CMM"	"ENUM"	"Position"	"PSICOLOGO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"197"
"CMM"	"ENUM"	"Position"	"PUBLICISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"177"
"CMM"	"ENUM"	"Position"	"QUIMICO_BIOLOGO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"151"
"CMM"	"ENUM"	"Position"	"RECEPCIONISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"124"
"CMM"	"ENUM"	"Position"	"REPRESENTANTE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"403"
"CMM"	"ENUM"	"Position"	"SECRETARIA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"055"
"CMM"	"ENUM"	"Position"	"SERVICIO_AL_CLIENTE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"231"
"CMM"	"ENUM"	"Position"	"SOLDADOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"174"
"CMM"	"ENUM"	"Position"	"SOPORTE_TECNICO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"244"
"CMM"	"ENUM"	"Position"	"SUB-DIRECTOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"563"
"CMM"	"ENUM"	"Position"	"SUB-GERENTE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"616"
"CMM"	"ENUM"	"Position"	"SUPERVISOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"129"
"CMM"	"ENUM"	"Position"	"TECNICO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"149"
"CMM"	"ENUM"	"Position"	"TELEFONISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"404"
"CMM"	"ENUM"	"Position"	"TELEOPERADOR_(A)"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"219"
"CMM"	"ENUM"	"Position"	"TESORERO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"068"
"CMM"	"ENUM"	"Position"	"TRANSPORTISTA"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"216"
"CMM"	"ENUM"	"Position"	"VENDEDOR"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"069"
"CMM"	"ENUM"	"Position"	"VETERINARIO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"163"
"CMM"	"ENUM"	"Position"	"VICEPRESIDENTE"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"070"
"CMM"	"ENUM"	"Position"	"VISITADOR_MEDICO"	"TECH"	"NSBT"	""	"ENUM"	"Value"	"155"
